username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Consuelo7410,19/9/19 21:29,0,0,# AguilaFusionLimon Deliciosisisisisisisisima @ CervezaAguila https://twitter.com/CervezaAguila/status/1174820403547709441 ...pic.twitter.com/EubI4FyEQr,,@ CervezaAguila,# AguilaFusionLimon,1.17E+18,https://twitter.com/Consuelo7410/status/1174873262159007744
Consuelo7410,19/9/19 21:28,0,0,# AguilaFusionLimon deliciosisisisisisima @ CervezaAguilapic.twitter.com/oQVF2MBf9A,,@ CervezaAguilapic,# AguilaFusionLimon,1.17E+18,https://twitter.com/Consuelo7410/status/1174872980771524608
ABarahona_,19/9/19 21:25,0,0,Confirmen si todos seguimos esperando la cerveza # AguilaFusionLimon que nos iba a llegar a la casa.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/ABarahona_/status/1174872103096598534
horta_erika,19/9/19 21:24,0,1,Esa # AguilaFusionLimon,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/horta_erika/status/1174871850641514496
CervezaAguila,19/9/19 21:23,0,0,"Bro, !descubre su sabor, no te quedes con las ganas!, atrevete a probarla. # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174871606457524229
Daniel_Ramos000,19/9/19 20:41,0,4,Despues de como dos meses me llego la cerveza aguila fusion limon,,,,1.17E+18,https://twitter.com/Daniel_Ramos000/status/1174861113290362880
CervezaAguila,19/9/19 20:20,0,0,"Alexa, vamos a subir ese estado de animo, probando el nuevo sabor # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174855703175081985
lindanena319,19/9/19 19:33,0,2,Vamos a ver como me va.... # AguilaFusionLimon pic.twitter.com/6Pj3FMSGTR,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/lindanena319/status/1174844025192558592
fernandovoice,19/9/19 19:00,0,0,Este Sabado 21 De Sep En London Elegance Club Fusion FestivalDj En Vivo y Ambiente UrbanoAsiste y Gana Cubetazo De Aguila Fusion LimonNo Te Lo Puedes Perder # londoneleganceclub # demodaenelagrado # vamoalla https://www.facebook.com/FernandoDjOriginal/posts/2730359220307950 ...,,,# londoneleganceclub # demodaenelagrado # vamoalla,1.17E+18,https://twitter.com/fernandovoice/status/1174835582909984770
CervezaAguila,19/9/19 18:58,0,1,"Clau, gracias a ti, por atreverte a descubrir el nuevo sabor de # AguilaFusionLimon, cuentanos, ? como te parecio?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174835178205843461
a_sancc,19/9/19 18:24,3,19,Esa aguila fusion limon no pudo decepcionarme mas,,,,1.17E+18,https://twitter.com/a_sancc/status/1174826689823744000
CervezaAguila,19/9/19 17:59,3,19,La felicidad en dos palabras : Cerveza gratis ?Ya tienes tu Aguila Fusion Limon? Tomate una foto con ella y ganate 30 unidades mas. Aplican terminos y condiciones: https://bit.ly/2mm3fXm pic.twitter.com/pxznIcbLjb,,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174820403547709441
Jorge_casta18,19/9/19 17:40,0,4,A probarrrrrrrr!! # aguilafusionlimon # papasramopic.twitter.com/xT8CnRXYFk,,,# aguilafusionlimon # papasramopic,1.17E+18,https://twitter.com/Jorge_casta18/status/1174815437693116416
lapopulartienda,19/9/19 17:12,2,4,Que combinacion bacana! Hoy nos vamos de # AguilaFusionLimon y # LaNinaEmilia || Empuja pa' # LaPopularpic.twitter.com/Ng8OUQvhoU,,,# AguilaFusionLimon # LaNinaEmilia # LaPopularpic,1.17E+18,https://twitter.com/lapopulartienda/status/1174808490516373509
CervezaAguila,19/9/19 16:43,0,1,"!Asi era, mi hermano!, pero ya se acabo el concurso, por ahora sigue atento a nuestras redes sociales. Es cuestion de dias pa' que nuestra # AguilaFusionLImon llegue a las tiendas de siempre, no te quedes sin probar la fusion del momento.",,,# AguilaFusionLImon,1.17E+18,https://twitter.com/CervezaAguila/status/1174801316432007170
CervezaAguila,19/9/19 16:32,0,0,"!No hay mas que esperar, Fercho! Es momento de disfrutar con unas # AguilaFusionLimon, pronto estaran en las tiendas de siempre.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174798543099482124
CervezaAguila,19/9/19 16:29,0,1,"!Entonces ve reuniendo al combo, Duvancho!, y alista la nevera con tus # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174797712165937152
CervezaAguila,19/9/19 16:26,0,1,"!Esa es la actitud, Bro, no hay mas que esperar! Ve por tus # AguilaFusionLimon y preparate.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174797021582176256
CervezaAguila,19/9/19 16:25,0,0,"!Sabemos que lo haras, Omer! Ve abriendo campo en la nevera pa' cuando tengas tu # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174796588876750848
CervezaAguila,19/9/19 16:11,0,0,"Nar, si pruebas # AguilaFusionLimon, seguro tu estado de animo sera este.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174793044761239552
CervezaAguila,19/9/19 16:05,1,1,"!No hay mas que esperar, Victoria!, es momento de disfrutar con unas # AguilaFusionLimon en la fiesta.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174791527874355200
CervezaAguila,19/9/19 16:02,1,1,"!Entonces ve reuniendo al combo, @ lindanena319! Me imagino que la nevera esta lista pa' cuando llegue la nueva # AguilaFusionLimon a tu casa.",,@ lindanena319,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174791002864922626
CervezaAguila,19/9/19 16:00,0,0,"!Esa es la actitud, Bro!, puedes celebrar muchos mas momentos junto a la nueva # AguilaFusionLimon. A mediados de septiembre estara en las tiendas de siempre, pendiente.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174790317754765314
CervezaAguila,19/9/19 15:57,0,1,!Buenisima esa Brother! Se ve que tienes la fusion que se necesita pa' disfrutar como se debe la nueva # AguilaFusionLimon.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174789606153343008
CervezaAguila,19/9/19 15:56,0,1,"!Margara, buenisima esa! Es porque eres de las que se atreven a fusionar sus mejores momentos con nuevas experiencias. # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174789434136547336
CervezaAguila,19/9/19 15:51,0,0,"Mi hermano, nuestra nueva # AguilaFusionLimon es pa' el combo, los hombres, las mujeres y los que se atrevan a fusionar sus mejores momentos con nuevas experiencias. !Sigue amandonos que Aguila hay pa' rato!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174788157495287808
EsMajito,19/9/19 15:17,0,2,Team Angie. Vamos a emborracharnos a punta de Aguila Fusion limon.,,,,1.17E+18,https://twitter.com/EsMajito/status/1174779498115543040
CervezaAguila,19/9/19 15:00,5,79,Fusiona tus experiencias con # AguilaFusionLimon. Descubre cual es tu tienda mas cercana entrando a http://cervezaaguila.com y vivela.pic.twitter.com/1oN7pHurAW,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775169161691136
CervezaAguila,19/9/19 15:00,4,44,La comida tambien se fusiona bien con la nueva # AguilaFusionLimon !Vivela! !Descubre cual es tu restaurante mas cercano entrando a http://cervezaaguila.com !pic.twitter.com/UIv1vwO47H,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775168595419136
CervezaAguila,19/9/19 15:00,1,8,Empieza la noche fusionando lo que te mueve con la nueva # AguilaFusionLimon !Vivela! Entra a http://cervezaaguila.com y encuentra donde conseguirla.pic.twitter.com/lDochCgBju,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775168255717377
CervezaAguila,19/9/19 15:00,0,16,Inventate una fusion de movimientos y contagialos a todos a todos como la nueva # AguilaFusionLimon Entra a http://cervezaaguila.com y encuentrala en tu bar mas cercano.pic.twitter.com/UCjfUhZnPg,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775167995777024
CervezaAguila,19/9/19 15:00,1,1,Disfruta nuevas experiencias y mejores momentos con la nueva # AguilaFusionLimon !Vivela! Encuentra tu tienda mas cercana en http://cervezaaguila.com pic.twitter.com/jtnUTNx0Y8,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775166968090624
CervezaAguila,19/9/19 15:00,1,2,Vive los platos que tanto te gustan con la nueva # AguilaFusionLimon Entra a http://cervezaaguila.com y encuentrala en tu restaurante preferido.pic.twitter.com/77tEcItuYM,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775166133506049
CervezaAguila,19/9/19 15:00,1,9,"Para los que ponemos la tendencia , vivimos cosas nuevas y probamos nuevas cosas, !llego la nueva # AguilaFusionLimon! Descubre cual es tu tienda mas cercana entrando a http://cervezaaguila.com !Vivela!pic.twitter.com/E3yafEHptr",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775165206614017
CervezaAguila,19/9/19 15:00,13,148,Sabemos que te gusta el baile y que la fiesta empieza cuando se destapa una # AguilaFusionLimon !Vivela! Entra a http://cervezaaguila.com y encuentra donde conseguirla.pic.twitter.com/9h78Pc5lld,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775165193838592
CervezaAguila,19/9/19 15:00,2,44,Tu estilo va con la nueva # AguilaFusionLimon !Vivela! Encuentra tu tienda mas cercana en http://cervezaaguila.com pic.twitter.com/60QmcupQnF,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775164971749376
CervezaAguila,19/9/19 15:00,1,36,Que suene tu musica favorita para que la fusiones con la nueva # AguilaFusionLimon. Entra a http://cervezaaguila.com y encuentrala en tu bar favorito.pic.twitter.com/Z5bdGoZNgM,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775164879462401
CervezaAguila,19/9/19 15:00,0,7,Hasta los mejores espectaculos se fusionan con la nueva # AguilaFusionLimon !Vivela! Entra a http://cervezaaguila.com y consiguela cerca a tu proximo evento.pic.twitter.com/7KSXtj8NAS,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775164862701574
CervezaAguila,19/9/19 15:00,3,127,Tus eventos favoritos fusionalos con la nueva # AguilaFusionLimon !Vivela! Entra a http://cervezaaguila.com y consiguela en tu proximo eventopic.twitter.com/bNTcqulfR9,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174775164845867010
StevenASecas,19/9/19 14:49,0,0,|------------| CONFIRMO MI # AGUILAFUSIONLIMON YA HA LLEGADO A CASA |____________| || || (\__/) || (*s*) || / du pic.twitter.com/yn7RKflaGg,,,# AGUILAFUSIONLIMON,1.17E+18,https://twitter.com/StevenASecas/status/1174772495007850497
CervezaAguila,19/9/19 14:43,0,10,"----------| Les cambiamos sus fotos con Aguila Fusion Limon por cerveza |__________| [?]_,,[?] (*o* ) __ _*__tsu_ _ ////|// TYC : http://bit.ly/3000BOTELLASDEFUSION ...""",,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174770961004093440
JuliethCCF,19/9/19 13:58,0,2,"Todos estamos de acuerdo en que el limon mejora todo, pero no aplica para la aguila fusion limon, pensaba que seria lo maximo y nehhh.",,,,1.17E+18,https://twitter.com/JuliethCCF/status/1174759613473988611
CervezaAguila,19/9/19 13:43,0,1,"Manue, asi quedaras despues de probar la nueva # AguilaFusionLimon, te enamorara.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174755933190262787
CervezaAguila,19/9/19 13:35,0,0,"Bro, no sabes lo felices que nos pone saber que ya tienes tu # AguilaFusionLimon. Recuerda tomartela bien fria.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174753931475521541
CervezaAguila,19/9/19 13:29,0,0,"!Calma, calma! Mientras, ve preparando la fiesta para la llegada de nuestra # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174752413800177664
CervezaAguila,19/9/19 13:27,0,1,"Pao, sabemos que al probar # AguilaFusionLimon con tu combo esa es tu reaccion.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174751979811299328
CervezaAguila,19/9/19 13:26,0,0,"Cinderella, nada de publicidad enganosa. Estamos trabajando a toda marcha para que tengas tu # AguilaFusionLimon. !Paciencia!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174751618870468608
CervezaAguila,19/9/19 13:25,0,0,"Clau, nos avisas para celebrar y brindar con tu combo. Y no se te olvide que debes tomar nuestra # AguilaFusionLimon bien fria.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174751306982010880
CervezaAguila,19/9/19 13:24,0,1,"Lauri, esa es tu carita al ver la nueva # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174751079915032576
CervezaAguila,19/9/19 13:23,0,1,"Viejo Armando, y si combinamos ese emoji con una # AguilaFusionLimon. !La fusion perfecta!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174750879074922496
CervezaAguila,19/9/19 13:20,0,0,"Viejo Juan, tu reaccion al probar la nueva # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174750123554955267
CervezaAguila,19/9/19 13:20,0,1,"No olvides que no solamente es importante la compania, sino que nuestra # AguilaFusionLimon este bien fria.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174750039102697473
CervezaAguila,19/9/19 13:19,0,1,"Viejo Antony, ese emoji son advierte que si no has probado # AguilaFusionLimon, estas perdiendo la mejor mezcla de sabores en tu vida.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174749878163005442
CervezaAguila,19/9/19 13:11,0,1,"!Lau, tranquila! Trabajamos duro para llevartela. Un poco de paciencia, que pronto llegara tu # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174747971101122560
CervezaAguila,19/9/19 12:57,0,0,"!Tranquilo, bro! Estamos en proceso de entrega. Asi que aguanta un poco, que asi como a muchos les ha llegado, a ti te llegara nuestra # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174744458723807232
CervezaAguila,19/9/19 12:56,1,1,"Nos alegras la vida con esta noticia. Definitivamente, lo bueno se hace esperar y eso es nuestra # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174743973803548675
CervezaAguila,19/9/19 12:53,0,1,Felicidades en tu natalicio. Espero que tu cumpleanos sea muy especial con nuestra # AguilaFusionLimon.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174743309631332353
CervezaAguila,19/9/19 12:52,0,0,"Bro, nos alegra saber que ya probaste esta espectacular fusion. Espero que nuestra # AguilaFusionLimon, haga parte de tus momentos mas especiales.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174742968764391427
CervezaAguila,19/9/19 12:49,0,1,Que felicidad que ya tengas en tu nevera nuestra # AguilaFusionLimon. Recuerdas que debes sacarlas cuando esten bien frias.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174742407553912832
DIMALA1088,19/9/19 12:47,0,0,Siiii!!! Pero no ha llegado a mi casa # AguilaFusionLimon,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/DIMALA1088/status/1174741855059271681
CervezaAguila,19/9/19 12:45,0,1,Nuestra # AguilaFusionLimon es perfecta para fusionarla con lo que tu quieras. Cuando la disfrutes no dudes en contarnos que tal te parecio.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174741212726796289
CervezaAguila,19/9/19 12:38,0,1,"Bro, te va a encantar. Ve preparando al combo para disfrutar de nuestra # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174739663979974658
CervezaAguila,19/9/19 12:37,0,1,"Marce, ?te imaginas combinar ese corazon con # AguilaFusionLimon?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174739315953418243
CervezaAguila,19/9/19 12:36,0,0,"Cla, se nos hincha el corazon saber que ya tienes tu # AguilaFusionLimon. !Vivela!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174739086252396544
CervezaAguila,19/9/19 12:27,0,1,"Lu, !con # AguilaFusionLimon siempre hay buenas noticias!, sabemos que te va encantar.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174736856388374530
CervezaAguila,19/9/19 12:24,0,0,"Cuando llegue nuestra # AguilaFusionLimon, vas a disfrutar de esta espectacular fusion por segunda vez. !Tomatela bien fria! !Y paciencia que esa cervecita llega!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174735946828406785
CervezaAguila,19/9/19 12:19,0,1,"Dani, ve preparando la fiesta, porque esa # AguilaFusionLimon esta perfecta para reunirnos con el combo.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174734890929139713
CervezaAguila,19/9/19 12:11,0,0,"?Vita, ese aplauso va para # AguilaFusionLimon, verdad?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174732698155397121
CervezaAguila,19/9/19 12:07,0,0,"!Asi bien pendiente con # AguilaFusionLimon, Fredy!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174731684392120321
CervezaAguila,19/9/19 12:02,0,0,"Chris, ya te imagino con esa risa, un buen combo y # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174730573493018625
CervezaAguila,19/9/19 11:54,0,0,"La paciencia es una virtud, mi bro. Y como dicen por ahi, lo bueno se hace esperar, y nuestra # AguilaFusionLimon esta buenisima.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174728579130830848
CervezaAguila,19/9/19 11:52,1,1,Estamos trabajando muy duro para llevarte tu # AguilaFusionLimon. !Tranqui que esa cervecita llega!,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174728000224616450
CervezaAguila,19/9/19 11:36,0,0,"Maca, sabemos que si te la tomas bien fria y estas con buena compania esa # AguilaFusionLimon te va a saber a gloria. !Ya veras!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174724010233540609
CervezaAguila,19/9/19 11:35,0,0,"?Este fue por # AguilaFusionLimon Juan, te dejo flechado?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174723595123249152
CervezaAguila,19/9/19 11:34,0,0,"Rafita, esa emoji va a cambiar cuando a tu puerta llegue nuestra # AguilaFusionLimon. Que por cierto esta buenisima.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174723550932033536
CervezaAguila,19/9/19 11:31,0,0,"Dani, ?que te parece si armamos plan para irnos con el combo a tomarnos unas # AguilaFusionLimon? !Yo me apunto!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174722585814339585
CervezaAguila,19/9/19 11:28,0,1,"?Jessi, ese fue por # AguilaFusionLimon, verdad?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174721856580046849
CervezaAguila,19/9/19 11:24,0,2,"!Naat una princesa y despues de probar # AguilaFusionLimon, la reina!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174720914690326528
CervezaAguila,19/9/19 11:24,0,0,"!Juan, lo que prometemos, te lo cumplimos! !No lo dudes! Atento a tu celu, que en cualquier momento aparece tu # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174720810214416384
CervezaAguila,19/9/19 11:20,0,0,Ceci tu tan y nosotros tan asi despues de probar # AguilaFusionLimon.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174719939313381376
CervezaAguila,19/9/19 11:20,0,0,"Viejo Juan, se nota que has trabajado mucho. ?Que tal una cervecita # AguilaFusionLimon para este finde semana?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174719819591106565
CervezaAguila,19/9/19 11:16,1,1,"?Enamorado, bro? Si es asi, te tengo plan con nuestra nueva # AguilaFusionLimon. Con una buena compania sabe mucho mejor.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174719018474921984
CervezaAguila,19/9/19 11:16,0,1,"Mari, yo creo que estas asi porque probaste # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174718840003092482
CervezaAguila,19/9/19 11:14,0,0,"Mau, asi de felices, hasta echar carcajadas nos pone la nueva # AguilaFusionLimon. ?Ya la probaste? !Esta buenisima!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174718482040197120
CervezaAguila,19/9/19 11:10,0,0,"Bro, no dudamos que asi te pone nuestra # AguilaFusionLimon, a bailar.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174717464720105472
patiicoRamos,19/9/19 11:05,0,0,Mas falsa que la publicidad de Aguila Fusion Limon,,,,1.17E+18,https://twitter.com/patiicoRamos/status/1174716066020376576
CervezaAguila,19/9/19 10:45,0,1,"Viejo Kevin, tranquil que esa cervecita te llega. Tennos un poco de paciencia que nuestra # AguilaFusionLimon llega para alegrar a tu combo.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174711211289710592
CervezaAguila,19/9/19 10:43,0,1,"!Bro, tu carita me lo dice todo! Simplemente feliz por nuestra nueva # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174710558639214592
CervezaAguila,19/9/19 10:39,0,1,"Caleb, ?y esos ojos expectantes? Me imagino que son por nuestra # AguilaFusionLimon, ?verdad?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174709494380675077
CervezaAguila,19/9/19 10:34,0,1,"Jess, ?ya estas lista con el combo para disfrutar de tu # AguilaFusionLimon?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174708412757827584
CervezaAguila,19/9/19 10:30,0,0,"Bro, nuestros mensajeros estan trabajando duro para que no te quedes sin tu # AguilaFusionLimon. !Paciencia, por fa'!",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174707382854856704
jonatha87835229,19/9/19 09:54,0,0,Uffff que buena combinacion.... Se fajaron con esta nueva cerveza # AguilaFusionLimon,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/jonatha87835229/status/1174698354611249157
wisort,19/9/19 08:42,0,1,Y si llego!! # AguilaFusionLimon pic.twitter.com/Sy2QPUmIPF,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/wisort/status/1174680201214779393
Lroca100,19/9/19 07:50,0,2,La Aguila fusion limon bien fria https://twitter.com/BhadDhad/status/1174486479650902016 ...,,,,1.17E+18,https://twitter.com/Lroca100/status/1174667155494834177
CervezaAguila,19/9/19 07:30,0,0,"Nos encanta ese emoji, ?sabes por que? porque Aguila Fusion Limon ya salio al mercado y esta que arde.",,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174661933288611841
_Hikareti_,18/9/19 22:42,0,3,Fav si ya probaste la Aguila fusion de limon y me la recomiendas,,,,1.17E+18,https://twitter.com/_Hikareti_/status/1174529161991532544
AngieLopez36,18/9/19 22:33,0,7,Ayy a mi si me gusto la Aguila Fusion Limon. Upss,,,,1.17E+18,https://twitter.com/AngieLopez36/status/1174526862455910400
CervezaAguila,18/9/19 20:53,0,1,"Dayana, abraza la nueva # AguilaFusionLimon y pruebate tremenda frescura.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174501777737244673
CervezaAguila,18/9/19 20:48,0,1,"Hey, no nos parece, vamos a recargar tu semana brindando con una # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174500406661132289
CervezaAguila,18/9/19 20:46,0,0,Seguro conoces a alguien que se disfrute la nueva # AguilaFusionLimon. Igual esta la Original pa' que te acompane siempre.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174500082609205249
CervezaAguila,18/9/19 20:46,0,0,"Y quien no iba a estar asi, sabiendo que ya se puede conseguir Aguila Fusion Limon en todos los rincones del pais, ?tu ya la probaste?",,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174499962618597376
CervezaAguila,18/9/19 20:39,0,1,"Bro, !no digas nunca!, muy pronto te sorprenderemos en tu puerta con # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174498114805346310
CervezaAguila,18/9/19 20:38,0,1,"Viejo jose, alista el paladar pa' probar la nueva # AguilaFusionLimon. # Vivela bien fria.",,,# AguilaFusionLimon # Vivela,1.17E+18,https://twitter.com/CervezaAguila/status/1174497995318075394
CervezaAguila,18/9/19 20:37,0,1,"Quita es cara que no hay nada que pensar Gabriel, no lo pienses mas y corre por tu Aguila Fusion Limon, no te vas a arrepentir.",,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174497773355503616
CervezaAguila,18/9/19 20:35,0,0,Bueno viejo Carlos que se escuchen esas palmas que este fin de semana la rumba va acompanada de Aguila Fusion Limon.,,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174497315928858624
CervezaAguila,18/9/19 20:35,0,0,"Seguro fue tu reaccion cuando te atreviste a probar la nueva # AguilaFusionLimon, ?cierto?",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174497276728938496
CervezaAguila,18/9/19 20:33,0,0,"Esa es la cara que hacemos cuando nos enteramos que aun hay personas que no han probado Aguila Fusion Limon. Esperamos que no seas una de esas, ?ya la probaste?",,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174496801497473026
CervezaAguila,18/9/19 20:32,0,1,?Pa' donde vamos este fin de semana? Seguro el plan es perfecto pa' ir a probar la nueva # AguilaFusionLimon.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174496416837853189
JairoAndrsMart2,18/9/19 20:31,0,2,"Quiero ya ya probar la Aguila Fusion Limon hijueputa, que ricoo https://twitter.com/CervezaAguila/status/1171075790542462977 ...",,,,1.17E+18,https://twitter.com/JairoAndrsMart2/status/1174496295635042304
CervezaAguila,18/9/19 20:31,0,1,"Hey Mely, nos encanta tu estado de animo, que tal si lo fusionas con nuestra # AguilaFusionLimon.",,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174496168971243520
CervezaAguila,18/9/19 20:30,0,1,!Chocala! Reune al combo pa' que prueben el sabor de la nueva de la casa # AguilaFusionLimon.,,,# AguilaFusionLimon,1.17E+18,https://twitter.com/CervezaAguila/status/1174495918915235840
CervezaAguila,18/9/19 20:29,0,1,"Eso arriba esas manos Ema que esta semana sea increible y termines de la mejor manera, obviamente con una Aguila Fusion Limon.",,,,1.17E+18,https://twitter.com/CervezaAguila/status/1174495610390667264
